Health Center Name,Address,Website,Phone Number,Email,,City,State,Zip,Latitude,Longitude
BLUE RIDGE MEDICAL CENTER INC,"4038 Thomas Nelson Hwy, 4038 Thomas Nelson Hwy, Arrington, VA 22922-2302",,434-263-4000 x1351,mkuntz@brmedical.com,,Arrington,VA,22922-2302,37.707134,-78.933607
"ALBANY AREA PRIMARY HEALTH CARE, INC","204 N Westover Blvd, 204 N Westover Blvd, Albany, GA 31707-2983",www.aaphc.org,229-405-6201,heather.dutton@aaphc.org,,Albany,GA,31707-2983,31.591785,-84.218853
Betances Health Center,"280 Henry St, 280 Henry St, New York, NY 10002-5808",,212-227-8401 x101,jtsien@betances.org,,New York,NY,10002-5808,40.71383,-73.983674
"Valley Health Systems, Inc.","3377 US Route 60, 3377 US Route 60, Huntington, WV 25705-2837",www.valleyhealth.org,,,,Huntington,WV,25705-2837,38.410562,-82.372656
"Agape Community Health Center, Inc.","1880 Edgewood Ave W, 1880 Edgewood Ave W, Jacksonville, FL 32208-3021",,904-635-4637,jimmie.clements@agapefamilyhealth.org,,Jacksonville,FL,32208-3021,30.384366,-81.689448
"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.","1601 Precision Park Ln, 1601 Precision Park Ln, San Diego, CA 92173-1345",www.syjc.org,,,,San Diego,CA,92173-1345,32.566978,-117.058833
"Central Mississippi Civic Improvement Association, Inc.","3502 W Northside Dr, 3502 W Northside Dr, Jackson, MS 39213-4454",www.jackson-hinds.com,,,,Jackson,MS,39213-4454,32.356803,-90.233984
Circle the City,"300 W Clarendon Ave Ste 200, 300 W Clarendon Ave Ste 200, Phoenix, AZ 85013-3422",www.circlethecity.org,480-562-6730,astewart@circlethecity.org,,Phoenix,AZ,85013-3422,33.491725,-112.078577
Virginia Garcia Memorial Health Center,"3305 NE Aloclek Dr, 3305 NE Aloclek Dr, Hillsboro, OR 97124-7143",http://virginiagarcia.org/locations/newberg/,909-496-4358,lbozzetti@vgmhc.org,,Hillsboro,OR,97124-7143,45.543998,-122.891744
IRONTON AND LAWRENCE COUNTY AREA COMMUNITY ACTION ORGANIZATION,"305 N 5th St, 305 N 5th St, Ironton, OH 45638-1578",www.ilcao.org,740-532-3534 x12002,bummerbowwow@gmail.com,,Ironton,OH,45638-1578,38.538607,-82.684797
"Whatley Health Services, Inc.","2731 Ml King Jr Blvd, 2731 Ml King Jr Blvd, Tuscaloosa, AL 35401-5235",www.whatleyhealth.org,,,,Tuscaloosa,AL,35401-5235,33.187102,-87.576881
"North Country Family Health Center, Inc.","238 Arsenal St, 238 Arsenal St, Watertown, NY 13601-2504",www.NoCoFamilyHealth.org,315-782-9450 x8083,ehunter@nocofamilyhealth.org,,Watertown,NY,13601-2504,43.976443,-75.915123
"RICHLAND, PARISH OF","407 Cincinnati St, 407 Cincinnati St, Delhi, LA 71232-3007",www.dchc-delhi.com,,,,Delhi,LA,71232-3007,32.452793,-91.493771
CARE ALLIANCE,"1530 Saint Clair Ave NE, 1530 Saint Clair Ave NE, Cleveland, OH 44114-2004",www.carealliance.org,,,,Cleveland,OH,44114-2004,41.506549,-81.684711
"OPEN DOOR HEALTH SERVICES, INC.","333 S Madison St, 333 S Madison St, Muncie, IN 47305-2465",www.opendoorhs.org,765-286-7000,skclem@opendoorhs.org,,Muncie,IN,47305-2465,40.191282,-85.382276
"PHILADELPHIA, CITY OF","500 S Broad St Fl 3, 500 S Broad St Fl 3, Philadelphia, PA 19146-1613",,215-685-6406 x56771,cheryl.kramer@phila.gov,,Philadelphia,PA,19146-1613,39.944542,-75.165702
"Lamoille Health Partners, Inc.","609 Washington Hwy, 609 Washington Hwy, Morrisville, VT 05661-8652",www.chslv.org,,,,Morrisville,VT,05661-8652,44.554469,-72.588772
"Community Care of West Virginia, Inc.","37 W Main St, 37 W Main St, Buckhannon, WV 26201-2235",www.ccwv.org,,,,Buckhannon,WV,26201-2235,38.993939,-80.231551
Access Community Health Network,"600 W Fulton St Ste 200, 600 W Fulton St Ste 200, Chicago, IL 60661-1262",,,,,Chicago,IL,60661-1262,41.887159,-87.643246
"Westside Family Healthcare, Inc.","300 Water St Ste 200, 300 Water St Ste 200, Wilmington, DE 19801-5043",WWW.WESTSIDEHEALTH.ORG,302-656-8292,chris.fraser@westsidehealth.org,,Wilmington,DE,19801-5043,39.738478,-75.555951
"CONTRA COSTA , COUNTY OF","2500 Alhambra Ave, 2500 Alhambra Ave, Martinez, CA 94553-3156",,925-313-6783,anuja.chand@cchealth.org,,Martinez,CA,94553-3156,38.006746,-122.133047
Pomona Community Health Center,"1450 E Holt Ave, 1450 E Holt Ave, Pomona, CA 91767-5822",,,,,Pomona,CA,91767-5822,34.0619,-117.721501
"East Harlem Council For Human Services, Inc.","2265 3rd Ave, 2265 3rd Ave, New York, NY 10035-2231",www.boriken.org,,,,New York,NY,10035-2231,40.802491,-73.936475
LAWNDALE CHRISTIAN HEALTH CENTER,"3860 W Ogden Ave, 3860 W Ogden Ave, Chicago, IL 60623-2460",www.lawndale.org,,,,Chicago,IL,60623-2460,41.85256,-87.722041
Lee Memorial Health System,"2776 Cleveland Ave, 2776 Cleveland Ave, Fort Myers, FL 33901-5864",,239-834-9998,robert.johns@leememorial.org,,Fort Myers,FL,33901-5864,26.628494,-81.874224
"Heartland Health Center, Inc.","3307 W Capital Ave, 3307 W Capital Ave, Grand Island, NE 68803-1334",,308-258-0549,peachismason@gmail.com,,Grand Island,NE,68803-1334,40.945834,-98.378841
"Oak Orchard Community Health Center, Inc.","300 West Ave, 300 West Ave, Brockport, NY 14420-1118",,585-637-3905 x343,mpettibon@oochc.org,,Brockport,NY,14420-1118,43.221069,-77.950579
LINCOLN COUNTY COMMUNITY HEALTH CENTER,"320 E 2nd St, 320 E 2nd St, Libby, MT 59923-2010",na,,,,Libby,MT,59923-2010,48.392859,-115.54661
Harmony Health Medical Clinic And Family Resource Center,"1908 N Beale Rd Ste E, 1908 N Beale Rd Ste E, Marysville, CA 95901-6937",www.myharmonyhealth.org,530-743-6888,v_ayala@myharmonyhealth.org,,Marysville,CA,95901-6937,39.127567,-121.545772
"Sacramento, County Of","4600 Broadway Ste 2500, 4600 Broadway Ste 2500, Sacramento, CA 95820-1527",https://ies-rdusd-ca.schoolloop.com/,,,,Sacramento,CA,95820-1527,38.546305,-121.45247
International Community Health Services,"720 8th Ave S, 720 8th Ave S, Seattle, WA 98104-3032",www.ichs.com,206-788-3569,doquyenh@ichs.com,,Seattle,WA,98104-3032,47.596128,-122.322179
"FAMILY HEALTH CENTER OF CLARK COUNTY, INC.","1319 Duncan Ave, 1319 Duncan Ave, Jeffersonville, IN 47130-3759",n/a,,,,Jeffersonville,IN,47130-3759,38.283964,-85.750591
"United Community And Family Services, Inc.","34 E Town St, 34 E Town St, Norwich, CT 06360-2317",www.ucfs.org,860-822-4143,jgranger@ucfs.org,,Norwich,CT,06360-2317,41.550393,-72.091289
"Hudson River Healthcare, Inc.","1037 Main St, 1037 Main St, Peekskill, NY 10566-2913",,914-924-4923,lreid@hrhcare.org,,Peekskill,NY,10566-2913,41.291472,-73.918324
SACOPEE VALLEY HEALTH CENTER,"70 Main St, 70 Main St, Porter, ME 04068-3527",www.svhc.org,,,,Porter,ME,04068-3527,43.810565,-70.885731
Eau Claire Cooperative Health Center,"1228 Harden St Fl 2, 1228 Harden St Fl 2, Columbia, SC 29204-1800",www.ecchc.org,,,,Columbia,SC,29204-1800,34.006927,-81.019317
"COMMUNITY HEALTH CENTERS OF SOUTHERN IOWA, INC.","302 NE 14th St, 302 NE 14th St, Leon, IA 50144-1206",http://chcsi.org/,,,,Leon,IA,50144-1206,40.750359,-93.743364
Western Maryland Health Care Corporation,"1027 Memorial Dr, 1027 Memorial Dr, Oakland, MD 21550-4343",,301-533-3300 x3056,bbailey@mtnlaurel.org,,Oakland,MD,21550-4343,39.41744,-79.392368
Neighborhood Healthcare,"425 N Date St Ste 203, 425 N Date St Ste 203, Escondido, CA 92025-3413",,760-520-8375,rakeshp@nhcare.org,,Escondido,CA,92025-3413,33.128975,-117.072061
Public Health Management Corporation,"1500 Market St Ste 1500, 1500 Market St Ste 1500, Philadelphia, PA 19102-2100",,,,,Philadelphia,PA,19102-2100,39.952572,-75.165291
Family Care Health Centers,"401 Holly Hills Ave, 401 Holly Hills Ave, Saint Louis, MO 63111-2410",,,,,Saint Louis,MO,63111-2410,38.558416,-90.2509
"Community Health South Florida, Inc.","10300 SW 216th St, 10300 SW 216th St, Cutler Bay, FL 33190-1003",www.chisouthfl.org,,,,Cutler Bay,FL,33190-1003,25.564625,-80.357648
"COMMUNITY HEALTH SYSTEMS, INC.","252 Rural Acres Dr, 252 Rural Acres Dr, Beckley, WV 25801-3503",,,,,Beckley,WV,25801-3503,37.791361,-81.179033
"SCENIC BLUFFS HEALTH CENTER, INC","238 Front St, 238 Front St, Cashton, WI 54619-2002",,608-654-5100 x267,sbarker@scenicbluffs.org,,Cashton,WI,54619-2002,43.740053,-90.787329
WAYNE MEMORIAL COMMUNITY HEALTH CENTERS,"601 Park St, 601 Park St, Honesdale, PA 18431-1445",,,,,Honesdale,PA,18431-1445,41.576582,-75.260292
Care For The Homeless,"30 E 33rd St Fl 5, 30 E 33rd St Fl 5, New York, NY 10016-5337",,,,,New York,NY,10016-5337,40.746756,-73.982889
"Citrus Health Network, Inc.","4175 W 20th Ave, 4175 W 20th Ave, Hialeah, FL 33012-5874",www.citrushealth.com,,,,Hialeah,FL,33012-5874,25.859735,-80.321642
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944,36.769106,-85.408741
International Community Health Services,"720 8th Ave S, 720 8th Ave S, Seattle, WA 98104-3032",,206-788-3569,doquyenh@ichs.com,,Seattle,WA,98104-3032,47.596128,-122.322179
"CAROLINA HEALTH CENTERS, INC.","313 Main St, 313 Main St, Greenwood, SC 29646-2757",www.carolinahealthcenters.org,,,,Greenwood,SC,29646-2757,34.190671,-82.159827
"FAMILY HEALTH CARE CLINIC, INC.","4635 Highway 80 E, 4635 Highway 80 E, Pearl, MS 39208-4226",www.familyhealthcareclinic.com,,,,Pearl,MS,39208-4226,32.283164,-90.063199
"Community Health Centers Of South Central Texas, Inc.","228 Saint George St, 228 Saint George St, Gonzales, TX 78629-3910",www.chcsct.com,,,,Gonzales,TX,78629-3910,29.501632,-97.454438
Kokua Kalihi Valley (Comprehensive Family Services),"2239 N School St, 2239 N School St, Honolulu, HI 96819-2539",www.kkv.net,808-791-9400,devans@kkv.net,,Honolulu,HI,96819-2539,21.341043,-157.877175
SAINT JOSEPHS MERCY CARE SVCS,"424 Decatur St SE, 424 Decatur St SE, Atlanta, GA 30312-1848",www.mercyatlanta.org,,,,Atlanta,GA,30312-1848,33.750981,-84.374287
"Healing Hands Ministries, Inc.","8515 Greenville Ave Ste N108, 8515 Greenville Ave Ste N108, Dallas, TX 75243-7035",www.hhmhealth.org,214-221-0855 x138,jasonwallace@hhmtx.org,,Dallas,TX,75243-7035,32.894331,-96.753805
"Rural Health Services Consortium, Inc.","4966 Highway 11W, 4966 Highway 11W, Rogersville, TN 37857-6028",www.rhsctn.com,,,,Rogersville,TN,37857-6028,36.415046,-83.003022
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944,36.769106,-85.408741
SPRINGFIELD MEDICAL CARE SYSTEM INC,"25 Ridgewood Rd, 25 Ridgewood Rd, Springfield, VT 05156-3050",,802-885-7646,kwescott@springfieldmed.org,,Springfield,VT,05156-3050,43.298039,-72.49471
Southeast Community Health Systems,"6351 Main St, 6351 Main St, Zachary, LA 70791-4038",,225-306-2014,thwright@shchc.org,,Zachary,LA,70791-4038,30.650868,-91.137481
"Family Health Center of Worcester, Inc.","26 Queen St Ste 3, 26 Queen St Ste 3, Worcester, MA 01610-2473",http://www.fhcw.org,,,,Worcester,MA,01610-2473,42.259246,-71.814973
Cahaba Medical Care Foundation,"195 Hospital Dr, 195 Hospital Dr, Centreville, AL 35042-2935",,,,,Centreville,AL,35042-2935,32.948233,-87.139316
THE HEALTH & HOSPITAL CORP OF MARION COUNTY,"3838 N Rural St Fl 8, 3838 N Rural St Fl 8, Indianapolis, IN 46205-2930",http://www.eskenazihealth.edu/find-a-location/north-arlington,317-221-3358,hhcgrants@hhcorp.org,,Indianapolis,IN,46205-2930,39.826561,-86.116896
"Whatley Health Services, Inc.","2731 Ml King Jr Blvd, 2731 Ml King Jr Blvd, Tuscaloosa, AL 35401-5235",www.whatleyhealth.org,,,,Tuscaloosa,AL,35401-5235,33.187102,-87.576881
FREDERIKSTED HEALTH CARE INC,"516 Strand St, 516 Strand St, Frederiksted, VI 00840-3533",WWW.FHC-INC.NET/,340-772-1992,mwebster@fhc-inc.net,,Frederiksted,VI,00840-3533,17.734211,-64.734694
"Clinicas del Camino Real, Inc.","200 S Wells Rd Ste 200, 200 S Wells Rd Ste 200, Ventura, CA 93004-1377",clinicas.org,,,,Ventura,CA,93004-1377,34.293578,-119.159079
"COMMUNITY HEALTH CENTER, INCORPORATED","635 MN ST, 635 MN ST, Middletown, CT 06457",,860-347-6602,mark@chc1.com,,Middletown,CT,6457,41.564516,-72.652628
Sea-Mar Community Health Center,"1040 S Henderson St, 1040 S Henderson St, Seattle, WA 98108-4720",www.seamar.org,206-763-5277,dustingreer@seamarchc.org,,Seattle,WA,98108-4720,47.523968,-122.318663
"FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES, INC.","6501 Garfield Ave, 6501 Garfield Ave, Bell, CA 90201-1805",www.fhccgla.com,562-776-5010,ldoan@fhccgla.org,,Bell,CA,90201-1805,33.973332,-118.147685
"CUMBERLAND FAMILY MEDICAL CENTER, INC.","360 Keen St Ste 500, 360 Keen St Ste 500, Burkesville, KY 42717-7944",www.cumberlandfamilymedical.com,270-858-6655,tantle@cfmcky.com,,Burkesville,KY,42717-7944,36.769106,-85.408741
FAMILY FIRST HEALTH CORPORATION,"116 S George St, 116 S George St, York, PA 17401-1474",www.familyfirsthealth.org,,,,York,PA,17401-1474,39.960598,-76.727146
Primary Health Services Center,"2914 Betin Ave, 2914 Betin Ave, Monroe, LA 71201-7258",N/A,,,,Monroe,LA,71201-7258,32.519983,-92.088297
"Aunt Martha's Health And Wellness, Inc.","19990 Governors Hwy, 19990 Governors Hwy, Olympia Fields, IL 60461-1021",www.auntmarthas.org,,,,Olympia Fields,IL,60461-1021,41.52672,-87.700483
"OPTIMUS HEALTH CARE, INC.","982 E Main St, 982 E Main St, Bridgeport, CT 06608-1913",www.optimushealthcare.org,203-520-9865,amcgoldrick@opthc.org,,Bridgeport,CT,06608-1913,41.188055,-73.180568
"Sterling Health Solutions, Inc.","209 N Maysville St Ste 200, 209 N Maysville St Ste 200, Mount Sterling, KY 40353-1179",,859-404-7686,fmahoney@sterlinghealthky.org,,Mount Sterling,KY,40353-1179,38.059534,-83.942983
PROJECT VIDA HEALTH CENTER,"3607 Rivera Ave, 3607 Rivera Ave, El Paso, TX 79905-2415",,,,,El Paso,TX,79905-2415,31.771471,-106.450874
"North Shore Community Health, Inc.","47 Congress St Frnt, 47 Congress St Frnt, Salem, MA 01970-7311",www.nschi.org,978-825-1109,margaret.brennan@nschi.org,,Salem,MA,01970-7311,42.515811,-70.886206
South Central Medical & Resource Center,"216 S Main St, 216 S Main St, Lindsay, OK 73052-5634",www.okscmrc.org,,,,Lindsay,OK,73052-5634,34.835584,-97.602859
"FETTER HEALTH CARE NETWORK, INC.","51 Nassau St, 51 Nassau St, Charleston, SC 29403-5513",fcfetter.com,843-957-1712,natasha_chatman@fetterhealthcare.org,,Charleston,SC,29403-5513,32.793922,-79.938599
"Jane Pauley Community Health Center, Inc.","1503 N Mitthoeffer Rd, 1503 N Mitthoeffer Rd, Indianapolis, IN 46229-2425",www.janepauleychc.com,317-934-0755,mhackett@janepauleychc.org,,Indianapolis,IN,46229-2425,39.787781,-85.989758
"Petaluma Health Center, Inc.","1179 N Mcdowell Blvd, 1179 N Mcdowell Blvd, Petaluma, CA 94954-6559",www.coastalhealth.net,,,,Petaluma,CA,94954-6559,38.268525,-122.660451
MISSION AREA HEALTH ASSOCIATES,"240 Shotwell St, 240 Shotwell St, San Francisco, CA 94110-1323",www.mnhc.org,415-552-3870,edgarbueras@mnhc.org,,San Francisco,CA,94110-1323,37.764745,-122.416562
"COMMUNITY HEALTH CENTER, INCORPORATED","635 MN ST, 635 MN ST, Middletown, CT 06457",,860-347-6602,mark@chc1.com,,Middletown,CT,6457,41.564516,-72.652628
"Kinston Community Health Center, Incorporated","324 N Queen St, 324 N Queen St, Kinston, NC 28501-4932",https://southeastlcps.weebly.com/,,,,Kinston,NC,28501-4932,35.26327,-77.581596
CLINICA DE SALUD DEL VALLE DE SALINAS,"440 Airport Blvd Ste A, 440 Airport Blvd Ste A, Salinas, CA 93905-3302",,,,,Salinas,CA,93905-3302,36.66588,-121.617272
"PALMETTO HEALTH COUNCIL, INC","643 Main St, 643 Main St, Palmetto, GA 30268-1138",www.yourtownhealth.com,,,,Palmetto,GA,30268-1138,33.526547,-84.66339
"Primary Care Health Services, Inc.","7227 Hamilton Ave, 7227 Hamilton Ave, Pittsburgh, PA 15208-1814",N/A,,,,Pittsburgh,PA,15208-1814,40.4546,-79.896217
EL CENTRO FAMILY HEALTH,"538 N Paseo De Onate, 538 N Paseo De Onate, Espanola, NM 87532-2618",www.ecfh.org,,,,Espanola,NM,87532-2618,35.99822,-106.085775
"HENDERSON COUNTY RURAL HEALTH CENTER, INC.","1204 Highway 164 E, 1204 Highway 164 E, Oquawka, IL 61469-3204",www.eagleviewhealth.org,309-867-2202 x218,scourson@eagleviewhealth.org,,Oquawka,IL,61469-3204,40.937485,-90.948392
"Jefferson Community Health Care Centers, Inc","4028 Highway 90 W, 4028 Highway 90 W, Avondale, LA 70094-2622",,,,,Avondale,LA,70094-2622,29.911979,-90.22657
BORREGO COMMUNITY HEALTH FOUNDATION,"4343 Yaqui Pass Rd, 4343 Yaqui Pass Rd, Borrego Springs, CA 92004",,,,,Borrego Springs,CA,92004,33.193986,-116.329059
"Access Family Health Services, Inc.","63450 Highway 25 N, 63450 Highway 25 N, Smithville, MS 38870-9745",accessfamilyhealth.com,,,,Smithville,MS,38870-9745,34.042144,-88.434059
"Asian And Pacific Islander Wellness Center, Inc.","730 Polk St Fl 4, 730 Polk St Fl 4, San Francisco, CA 94109-7813",,415-292-3420 x308,romeo@sfcommunityhealth.org,,San Francisco,CA,94109-7813,37.783819,-122.419007
Corporacion de Servicios de Salud y Medicina Avanzada,"13.5 Carr 172, 13.5 Carr 172, Bayam�n, PR 00739",,,,,Bayam�n,PR,739,18.181469,-66.169519
Detroit Health Care For The Homeless,"15400 W Mcnichols Rd, 15400 W Mcnichols Rd, Detroit, MI 48235-3724",www.ahcdetroit.org,517-627-7841,baperkins@comcast.net,,Detroit,MI,48235-3724,42.415875,-83.198123
Presbyterian Medical Services,"1422 Paseo De Peralta, 1422 Paseo De Peralta, Santa Fe, NM 87501-4391",,505-820-3475,lisa.stephens@pmsnm.org,,Santa Fe,NM,87501-4391,35.681484,-105.944681
Community Health Care Systems Inc,"2251 W Elm St, 2251 W Elm St, Wrightsville, GA 31096-2017",www.chcsga.org,478-552-7384 x1211,cbelcher@chcsga.org,,Wrightsville,GA,31096-2017,32.729228,-82.729989
"Central Florida Health Care, Inc.","47 5th St NW, 47 5th St NW, Winter Haven, FL 33881-4672",www.cfhconline.org,863-333-1625,mpickos@cfhconline.org,,Winter Haven,FL,33881-4672,28.022856,-81.732277
"Community Health South Florida, Inc.","10300 SW 216th St, 10300 SW 216th St, Cutler Bay, FL 33190-1003",www.chisouthfl.org,,,,Cutler Bay,FL,33190-1003,25.564625,-80.357648
ATCHISON COMMUNITY HEALTH CLINIC,"1412 N 2nd St, 1412 N 2nd St, Atchison, KS 66002-1203",,,,,Atchison,KS,66002-1203,39.579042,-95.114783
"WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INCORPORATED","86-260 Farrington Hwy, 86-260 Farrington Hwy, Waianae, HI 96792-3128",www.wcchc.com,,,,Waianae,HI,96792-3128,21.429908,-158.17915
"Greater Lawrence Family Health Center, Inc.","1 Griffin Brook Dr Ste 101, 1 Griffin Brook Dr Ste 101, Methuen, MA 01844-1865",www.glfhc.org,978-771-7675,thu.huynh-vien@glfhc.org,,Methuen,MA,01844-1865,42.691265,-71.22982
"Morton Comprehensive Health Services, Inc.","1334 N Lansing Ave, 1334 N Lansing Ave, Tulsa, OK 74106-5907",www.mortonhealth.org,,,,Tulsa,OK,74106-5907,36.174801,-95.981126
"NORTHEAST MISSOURI HEALTH COUNCIL, INC.","1416 Crown Dr, 1416 Crown Dr, Kirksville, MO 63501-2548",www.nmhcinc.org,660-627-5757 x14,elymer@nmhcinc.org,,Kirksville,MO,63501-2548,40.206218,-92.573802
"COMPLETE CARE COMMUNITY HEALTH CENTER, INC.","2928 E Cesar E Chavez Ave, 2928 E Cesar E Chavez Ave, Los Angeles, CA 90033-3110",,323-266-6700,comcarela@yahoo.com,,Los Angeles,CA,90033-3110,34.04348,-118.20097
"Roanoke Chowan Community Health Center, Inc.","120 Health Center Dr, 120 Health Center Dr, Ahoskie, NC 27910-8161",,,,,Ahoskie,NC,27910-8161,36.29624,-76.992001
LAWNDALE CHRISTIAN HEALTH CENTER,"3860 W Ogden Ave, 3860 W Ogden Ave, Chicago, IL 60623-2460",www.lawndale.org,,,,Chicago,IL,60623-2460,41.85256,-87.722041
"Rainelle Medical Center, Inc.","176 Medical Center Dr, 176 Medical Center Dr, Rainelle, WV 25962-1064",,,,,Rainelle,WV,25962-1064,37.968546,-80.778647
Northeast Valley Health Corporation,"1172 N Maclay Ave, 1172 N Maclay Ave, San Fernando, CA 91340-1328",,818-898-1388,patriciamoraga@nevhc.org,,San Fernando,CA,91340-1328,34.295536,-118.423776
"B-K Health Center, Inc.","498 S Main St, 498 S Main St, Montrose, PA 18801-1317",,,,,Montrose,PA,18801-1317,41.832501,-75.878857
HACKLEY COMMUNITY CARE CENTER INC,"2700 Baker St Ste 3A, 2700 Baker St Ste 3A, Muskegon, MI 49444-2157",,,,,Muskegon,MI,49444-2157,43.202201,-86.24087
GASTON FAMILY HEALTH SERVICES INC,"991 W Hudson Blvd, 991 W Hudson Blvd, Gastonia, NC 28052-6430",www.kintegra.org,,,,Gastonia,NC,28052-6430,35.233875,-81.202861
"Broad Top Area Medical Center, Inc., The","4133 Medical Center Dr, 4133 Medical Center Dr, Broad Top, PA 16621-9001",,814-635-7351,cblack@broadtopmedical.com,,Broad Top,PA,16621-9001,40.200792,-78.133926
Community Health Development Inc,"908 Evans St, 908 Evans St, Uvalde, TX 78801-6051",www.chdi4health.org,,,,Uvalde,TX,78801-6051,29.192745,-99.789823
"United Community And Family Services, Inc.","34 E Town St, 34 E Town St, Norwich, CT 06360-2317",,860-822-4143,jgranger@ucfs.org,,Norwich,CT,06360-2317,41.550393,-72.091289
"EAST ARKANSAS FAMILY HEALTH CENTER, INC.","900 N 7th St, 900 N 7th St, West Memphis, AR 72301-2001",eafhc.org,,,,West Memphis,AR,72301-2001,35.154967,-90.175994
"St. Thomas Community Health Center, Inc.","1020 Saint Andrew St, 1020 Saint Andrew St, New Orleans, LA 70130-5022",www.stthomaschc.org,504-529-5558 x466,rdarrow@stthomaschc.org,,New Orleans,LA,70130-5022,29.930579,-90.074397
"Health Care Center For The Homeless, Inc.","232 N Orange Blossom Trl, 232 N Orange Blossom Trl, Orlando, FL 32805-1612",hcch.org,,,,Orlando,FL,32805-1612,28.54539,-81.397707
